"","user","item","rating"
"4231","DEPARTMENT OF THE ARMY","DSAM 2300/3300",5.57819176209195
"4439","DEPARTMENT OF THE ARMY","DSAM Upgrades",6.05128205128205
"4640","DEPARTMENT OF THE ARMY","DTS",4.44481054365733
"4844","DEPARTMENT OF THE ARMY","EA Support",6.14949087556136
"5068","DEPARTMENT OF THE ARMY","Education",6.1279948536886
"5272","DEPARTMENT OF THE ARMY","Ethernet Network Management Tools",9.68585675430644
"5419","DEPARTMENT OF THE ARMY","Extended Warranty",10
"5569","DEPARTMENT OF THE ARMY","FIT Generic",6.17180616740088
"6087","DEPARTMENT OF THE ARMY","FST-2310",8.45392140037755
"6286","DEPARTMENT OF THE ARMY","FST-2310-DS3",9.63164651663819
"6621","DEPARTMENT OF THE ARMY","FST-2310-OC3",10.891786687427
"6797","DEPARTMENT OF THE ARMY","FST-2802 G",12.4586288416076
"7069","DEPARTMENT OF THE ARMY","HCU1500",7.10596962667202
"7245","DEPARTMENT OF THE ARMY","HST-3000 SIMs",7.45411055067339
"7433","DEPARTMENT OF THE ARMY","HST-3000C",6.96182843025097
"7800","DEPARTMENT OF THE ARMY","JMEP",5.29060078684694
"7967","DEPARTMENT OF THE ARMY","Legacy Wireline Services",5.17391304347826
"8329","DEPARTMENT OF THE ARMY","MAP-200 Chassis, Accessories & Software",10
"8490","DEPARTMENT OF THE ARMY","MAP Standalone Switches",5.29060078684694
"8759","DEPARTMENT OF THE ARMY","MS-1200D",10
"9085","DEPARTMENT OF THE ARMY","NC Ethernet TT",4.44481054365733
"9404","DEPARTMENT OF THE ARMY","nTAPs",5.50735559324375
"9585","DEPARTMENT OF THE ARMY","ONT-Jitter",10
"9724","DEPARTMENT OF THE ARMY","ONX-580",6.68774424212189
"9901","DEPARTMENT OF THE ARMY","Optical Switch Modules",10
"10182","DEPARTMENT OF THE ARMY","OSA",4.93707482993197
"10383","DEPARTMENT OF THE ARMY","OST",10
"10744","DEPARTMENT OF THE ARMY","Other - Solutions Classic",5.87280614280016
"10964","DEPARTMENT OF THE ARMY","PacketPortal SW & Solutions",5.13684210526316
"11158","DEPARTMENT OF THE ARMY","Passive Chassis",10
"11301","DEPARTMENT OF THE ARMY","Passive Plug-ins",5.57819176209195
"11506","DEPARTMENT OF THE ARMY","PathTrak",6.46575342465754
"11703","DEPARTMENT OF THE ARMY","PI Product",5.29060078684694
"11871","DEPARTMENT OF THE ARMY","Polatis Cross Connects",8.13709677419355
"11995","DEPARTMENT OF THE ARMY","Probe Tips",7.48299275918449
"12178","DEPARTMENT OF THE ARMY","PT Hardware",5.77521435516662
"12366","DEPARTMENT OF THE ARMY","PT SART",8.67045454545454
"12562","DEPARTMENT OF THE ARMY","PT Services",8.13709677419355
"12689","DEPARTMENT OF THE ARMY","QT-600-10",5.18740785054477
"12819","DEPARTMENT OF THE ARMY","QT-600-2",4.82321291314374
"12985","DEPARTMENT OF THE ARMY","RANAdvisor Product",12.8417600000946
"13193","DEPARTMENT OF THE ARMY","RANAdvisor Services & Support",13.1408137375669
"13406","DEPARTMENT OF THE ARMY","RCATS Product",9.18629250518721
"13783","DEPARTMENT OF THE ARMY","Replacement Parts",4
"13976","DEPARTMENT OF THE ARMY","RPM-3000",6.86092715231788
"14174","DEPARTMENT OF THE ARMY","RPM2000",4
"14372","DEPARTMENT OF THE ARMY","RSAM",5.91881918819188
"14590","DEPARTMENT OF THE ARMY","SDA",7.02045209903122
"14795","DEPARTMENT OF THE ARMY","SDA-5000",7.14754098360656
"14956","DEPARTMENT OF THE ARMY","SDA-5500",10
"15317","DEPARTMENT OF THE ARMY","SmartClass ADSL",12.4586288416076
"15521","DEPARTMENT OF THE ARMY","SmartClass E1",5.56948638646022
"15711","DEPARTMENT OF THE ARMY","SmartClass Ethernet",5.21518987341772
"15892","DEPARTMENT OF THE ARMY","SMARTClass Fiber",12.3628699326956
"16093","DEPARTMENT OF THE ARMY","SmartClass HOME",5.72151898734177
"16231","DEPARTMENT OF THE ARMY","SmartClass Triple Play",6.26415094339623
"16527","DEPARTMENT OF THE ARMY","SmartPocket Handhelds",5.76176452158657
"16701","DEPARTMENT OF THE ARMY","Source, EDFA & BBS Modules",8.13709677419355
"16870","DEPARTMENT OF THE ARMY","StrataSync",6.91218430254199
"17055","DEPARTMENT OF THE ARMY","Support Plans",6.62965198149266
"17205","DEPARTMENT OF THE ARMY","Swept Wavelength Systems",10
"17305","DEPARTMENT OF THE ARMY","T-BERD 8000",7.27573454297823
"17476","DEPARTMENT OF THE ARMY","T-Berd/MTS-5800",7.5691630027538
"17661","DEPARTMENT OF THE ARMY","T3AS",11.7325029161806
"18028","DEPARTMENT OF THE ARMY","TB/MTS-2000 Platform",5.47085167131256
"18178","DEPARTMENT OF THE ARMY","TB/MTS-6000 Platform",4.60118655240606
"18283","DEPARTMENT OF THE ARMY","TB/MTS 4000 Platform",7
"18360","DEPARTMENT OF THE ARMY","TB/MTS 8000 Platform",5.46362764937693
"18516","DEPARTMENT OF THE ARMY","Test Devices",7.20543136047441
"18701","DEPARTMENT OF THE ARMY","Test Productivity Pack",5.13684210526316
"18916","DEPARTMENT OF THE ARMY","TestPad 2000",8.08316121317534
"19117","DEPARTMENT OF THE ARMY","TrueSpeed",8.75
"19321","DEPARTMENT OF THE ARMY","Ultra FED",8.77939932561843
"19502","DEPARTMENT OF THE ARMY","Volicon",8.13709677419355
"19658","DEPARTMENT OF THE ARMY","VSA",4.44481054365733
"19844","DEPARTMENT OF THE ARMY","VSE-1100",4
"20027","DEPARTMENT OF THE ARMY","WiFi Smart Accessory",8.08316121317534
"20218","DEPARTMENT OF THE ARMY","WR 10G Trans/Regen",10
"20361","DEPARTMENT OF THE ARMY","WR 2.5G Trans/Regen",5.57819176209195
"20572","DEPARTMENT OF THE ARMY","WR Amplification",5.13684210526316
"20772","DEPARTMENT OF THE ARMY","WR Common",6.05256399280883
"20949","DEPARTMENT OF THE ARMY","WS 10G Trans/Regen",8.08316121317534
"21164","DEPARTMENT OF THE ARMY","WS 2.5G Trans/Regen",11.0421531149912
"21377","DEPARTMENT OF THE ARMY","XGIG - Ethernet 10G",8.08316121317534
"21577","DEPARTMENT OF THE ARMY","XGIG - FC 16G",10
"21778","DEPARTMENT OF THE ARMY","XGIG - Other",9.05715206374315
"21973","DEPARTMENT OF THE ARMY","XGIG 5k - SAS/SATA 12G",8.45392140037755
"55","DEPARTMENT OF THE NAVY","Accessories",98
"240","DEPARTMENT OF THE NAVY","ACE",98
"593","DEPARTMENT OF THE NAVY","Analog Inspection & Test",98
"775","DEPARTMENT OF THE NAVY","ANT-5",98
"1328","DEPARTMENT OF THE NAVY","BrightJack",98
"1490","DEPARTMENT OF THE NAVY","CA product",98
"1641","DEPARTMENT OF THE NAVY","Calibration Plan",98
"1801","DEPARTMENT OF THE NAVY","Calibrations",98
"2006","DEPARTMENT OF THE NAVY","CapacityAdvisor Held",98
"2199","DEPARTMENT OF THE NAVY","CellAdvisor",98
"2559","DEPARTMENT OF THE NAVY","CleanBlast",98
"2744","DEPARTMENT OF THE NAVY","Common Product",98
"2962","DEPARTMENT OF THE NAVY","Converged Assurance Support",98
"3185","DEPARTMENT OF THE NAVY","CT-650",98
"3481","DEPARTMENT OF THE NAVY","Digital Inspection & Test",98
"3850","DEPARTMENT OF THE NAVY","DSAM",98
"4027","DEPARTMENT OF THE NAVY","DSAM-6300",98
"4232","DEPARTMENT OF THE NAVY","DSAM 2300/3300",98
"4641","DEPARTMENT OF THE NAVY","DTS",98
"4845","DEPARTMENT OF THE NAVY","EA Support",98
"5069","DEPARTMENT OF THE NAVY","Education",98
"5273","DEPARTMENT OF THE NAVY","Ethernet Network Management Tools",98
"5570","DEPARTMENT OF THE NAVY","FIT Generic",98
"5767","DEPARTMENT OF THE NAVY","FST-2000",98
"5937","DEPARTMENT OF THE NAVY","FST-2207/2209 DS1",98
"6088","DEPARTMENT OF THE NAVY","FST-2310",98
"6287","DEPARTMENT OF THE NAVY","FST-2310-DS3",98
"6483","DEPARTMENT OF THE NAVY","FST-2310-OC12",98
"6622","DEPARTMENT OF THE NAVY","FST-2310-OC3",98
"7070","DEPARTMENT OF THE NAVY","HCU1500",98
"7246","DEPARTMENT OF THE NAVY","HST-3000 SIMs",98
"7434","DEPARTMENT OF THE NAVY","HST-3000C",98
"7617","DEPARTMENT OF THE NAVY","HST-3000C-CE",98
"7801","DEPARTMENT OF THE NAVY","JMEP",98
"7968","DEPARTMENT OF THE NAVY","Legacy Wireline Services",98
"8491","DEPARTMENT OF THE NAVY","MAP Standalone Switches",98
"8873","DEPARTMENT OF THE NAVY","MTS-5100e",98
"9086","DEPARTMENT OF THE NAVY","NC Ethernet TT",98
"9405","DEPARTMENT OF THE NAVY","nTAPs",98
"9725","DEPARTMENT OF THE NAVY","ONX-580",98
"10183","DEPARTMENT OF THE NAVY","OSA",98
"10539","DEPARTMENT OF THE NAVY","OTDR - FiberComplete modules",98
"10745","DEPARTMENT OF THE NAVY","Other - Solutions Classic",98
"11302","DEPARTMENT OF THE NAVY","Passive Plug-ins",98
"11704","DEPARTMENT OF THE NAVY","PI Product",98
"11872","DEPARTMENT OF THE NAVY","Polatis Cross Connects",98
"11996","DEPARTMENT OF THE NAVY","Probe Tips",98
"12179","DEPARTMENT OF THE NAVY","PT Hardware",98
"12367","DEPARTMENT OF THE NAVY","PT SART",98
"12563","DEPARTMENT OF THE NAVY","PT Services",98
"12690","DEPARTMENT OF THE NAVY","QT-600-10",98
"12820","DEPARTMENT OF THE NAVY","QT-600-2",98
"12986","DEPARTMENT OF THE NAVY","RANAdvisor Product",98
"13194","DEPARTMENT OF THE NAVY","RANAdvisor Services & Support",98
"13407","DEPARTMENT OF THE NAVY","RCATS Product",98
"13606","DEPARTMENT OF THE NAVY","Repair",98
"15101","DEPARTMENT OF THE NAVY","SMART Handhelds",98
"15522","DEPARTMENT OF THE NAVY","SmartClass E1",98
"15712","DEPARTMENT OF THE NAVY","SmartClass Ethernet",98
"15893","DEPARTMENT OF THE NAVY","SMARTClass Fiber",98
"16528","DEPARTMENT OF THE NAVY","SmartPocket Handhelds",98
"16702","DEPARTMENT OF THE NAVY","Source, EDFA & BBS Modules",98
"16871","DEPARTMENT OF THE NAVY","StrataSync",98
"17056","DEPARTMENT OF THE NAVY","Support Plans",98
"17306","DEPARTMENT OF THE NAVY","T-BERD 8000",98
"17477","DEPARTMENT OF THE NAVY","T-Berd/MTS-5800",98
"17662","DEPARTMENT OF THE NAVY","T3AS",98
"18029","DEPARTMENT OF THE NAVY","TB/MTS-2000 Platform",98
"18361","DEPARTMENT OF THE NAVY","TB/MTS 8000 Platform",98
"18517","DEPARTMENT OF THE NAVY","Test Devices",98
"18917","DEPARTMENT OF THE NAVY","TestPad 2000",98
"19322","DEPARTMENT OF THE NAVY","Ultra FED",98
"19503","DEPARTMENT OF THE NAVY","Volicon",98
"19659","DEPARTMENT OF THE NAVY","VSA",98
"20028","DEPARTMENT OF THE NAVY","WiFi Smart Accessory",98
"20362","DEPARTMENT OF THE NAVY","WR 2.5G Trans/Regen",98
"20773","DEPARTMENT OF THE NAVY","WR Common",98
"20950","DEPARTMENT OF THE NAVY","WS 10G Trans/Regen",98
"21165","DEPARTMENT OF THE NAVY","WS 2.5G Trans/Regen",98
"21378","DEPARTMENT OF THE NAVY","XGIG - Ethernet 10G",98
"21779","DEPARTMENT OF THE NAVY","XGIG - Other",98
"21974","DEPARTMENT OF THE NAVY","XGIG 5k - SAS/SATA 12G",98
"56","DIGITEC","Accessories",63.3123028391167
"241","DIGITEC","ACE",81
"594","DIGITEC","Analog Inspection & Test",48.5401662049861
"776","DIGITEC","ANT-5",81
"1329","DIGITEC","BrightJack",43.7727272727273
"1491","DIGITEC","CA product",36.986301369863
"1642","DIGITEC","Calibration Plan",81
"1802","DIGITEC","Calibrations",81
"2007","DIGITEC","CapacityAdvisor Held",81
"2200","DIGITEC","CellAdvisor",49.2
"2367","DIGITEC","Certifier",81
"2560","DIGITEC","CleanBlast",47.3665338645418
"2745","DIGITEC","Common Product",81
"2963","DIGITEC","Converged Assurance Support",47.8762886597938
"3186","DIGITEC","CT-650",37.6363636363636
"3482","DIGITEC","Digital Inspection & Test",60.0236419926822
"3851","DIGITEC","DSAM",52.5483870967742
"4028","DIGITEC","DSAM-6300",37.9367088607595
"4233","DIGITEC","DSAM 2300/3300",36.986301369863
"4440","DIGITEC","DSAM Upgrades",37.6363636363636
"4642","DIGITEC","DTS",81
"4846","DIGITEC","EA Support",43.7727272727273
"5070","DIGITEC","Education",48.24
"5571","DIGITEC","FIT Generic",81
"5768","DIGITEC","FST-2000",81
"6288","DIGITEC","FST-2310-DS3",81
"6623","DIGITEC","FST-2310-OC3",81
"6798","DIGITEC","FST-2802 G",81
"6951","DIGITEC","GigaStor",37.9367088607595
"7071","DIGITEC","HCU1500",48.6981818181818
"7247","DIGITEC","HST-3000 SIMs",63.3148901545972
"7435","DIGITEC","HST-3000C",61.0137931034483
"7618","DIGITEC","HST-3000C-CE",60.4453507340946
"7802","DIGITEC","JMEP",81
"7969","DIGITEC","Legacy Wireline Services",44.1049723756906
"8492","DIGITEC","MAP Standalone Switches",81
"8658","DIGITEC","Misc Hardware",36.986301369863
"9087","DIGITEC","NC Ethernet TT",81
"9222","DIGITEC","NetAnalyst Test Management Software",18
"9273","DIGITEC","NI - Maintenance",38.2222222222222
"9406","DIGITEC","nTAPs",81
"10040","DIGITEC","ORS",36.986301369863
"10184","DIGITEC","OSA",81
"10540","DIGITEC","OTDR - FiberComplete modules",56.4215246636771
"10746","DIGITEC","Other - Solutions Classic",36.986301369863
"10965","DIGITEC","PacketPortal SW & Solutions",36.986301369863
"11303","DIGITEC","Passive Plug-ins",36.986301369863
"11507","DIGITEC","PathTrak",39.8842105263158
"11705","DIGITEC","PI Product",81
"11997","DIGITEC","Probe Tips",59.2202304737516
"12180","DIGITEC","PT Hardware",48.9056603773585
"12368","DIGITEC","PT SART",37.6363636363636
"12564","DIGITEC","PT Services",36.986301369863
"12691","DIGITEC","QT-600-10",81
"12821","DIGITEC","QT-600-2",37.32
"12987","DIGITEC","RANAdvisor Product",53.1272727272727
"13195","DIGITEC","RANAdvisor Services & Support",81
"13408","DIGITEC","RCATS Product",81
"13607","DIGITEC","Repair",59.3021148036254
"13784","DIGITEC","Replacement Parts",36.986301369863
"13977","DIGITEC","RPM-3000",38.4939759036145
"14175","DIGITEC","RPM2000",36.986301369863
"14373","DIGITEC","RSAM",37.6363636363636
"14591","DIGITEC","SDA",38.4939759036145
"14796","DIGITEC","SDA-5000",40.0824742268041
"15102","DIGITEC","SMART Handhelds",81
"15318","DIGITEC","SmartClass ADSL",81
"15523","DIGITEC","SmartClass E1",60.2608695652174
"15713","DIGITEC","SmartClass Ethernet",37.32
"15894","DIGITEC","SMARTClass Fiber",81
"16094","DIGITEC","SmartClass HOME",48.5454545454545
"16232","DIGITEC","SmartClass Triple Play",81
"16371","DIGITEC","SmartID",42.3243243243243
"16529","DIGITEC","SmartPocket Handhelds",81
"16703","DIGITEC","Source, EDFA & BBS Modules",81
"16872","DIGITEC","StrataSync",51.053354890865
"17057","DIGITEC","Support Plans",58.9907578558226
"17307","DIGITEC","T-BERD 8000",60.606936416185
"17663","DIGITEC","T3AS",81
"17866","DIGITEC","TB-6000A Transport Module",63.2858249419055
"18362","DIGITEC","TB/MTS 8000 Platform",81
"18518","DIGITEC","Test Devices",59.3046357615894
"18702","DIGITEC","Test Productivity Pack",36.986301369863
"19118","DIGITEC","TrueSpeed",81
"19323","DIGITEC","Ultra FED",53.4375
"19504","DIGITEC","Volicon",36.986301369863
"19660","DIGITEC","VSA",81
"19845","DIGITEC","VSE-1100",28.6615384615385
"20029","DIGITEC","WiFi Smart Accessory",36.986301369863
"20363","DIGITEC","WR 2.5G Trans/Regen",36.986301369863
"20573","DIGITEC","WR Amplification",36.986301369863
"20774","DIGITEC","WR Common",48.5825242718446
"20951","DIGITEC","WS 10G Trans/Regen",36.986301369863
"21166","DIGITEC","WS 2.5G Trans/Regen",47.8762886597938
"57","DOTCOM TELECOMMUNICATIONS","Accessories",2.51622803161689
"242","DOTCOM TELECOMMUNICATIONS","ACE",2.77595628415301
"595","DOTCOM TELECOMMUNICATIONS","Analog Inspection & Test",2.26243404549779
"777","DOTCOM TELECOMMUNICATIONS","ANT-5",3.13559322033898
"963","DOTCOM TELECOMMUNICATIONS","Attenuators & Backreflector Modules",2
"1152","DOTCOM TELECOMMUNICATIONS","Benchtop Inspection",2
"1330","DOTCOM TELECOMMUNICATIONS","BrightJack",2.17311608961303
"1492","DOTCOM TELECOMMUNICATIONS","CA product",1.9041095890411
"1643","DOTCOM TELECOMMUNICATIONS","Calibration Plan",3.13559322033898
"1803","DOTCOM TELECOMMUNICATIONS","Calibrations",2.83333333333333
"2008","DOTCOM TELECOMMUNICATIONS","CapacityAdvisor Held",5.44972577696527
"2368","DOTCOM TELECOMMUNICATIONS","Certifier",2.76571428571429
"2561","DOTCOM TELECOMMUNICATIONS","CleanBlast",2.20724029380902
"2746","DOTCOM TELECOMMUNICATIONS","Common Product",3.31964809384164
"2964","DOTCOM TELECOMMUNICATIONS","Converged Assurance Support",2.35886214442013
"3187","DOTCOM TELECOMMUNICATIONS","CT-650",4.48000683526999
"3483","DOTCOM TELECOMMUNICATIONS","Digital Inspection & Test",2.55457430814633
"3723","DOTCOM TELECOMMUNICATIONS","Dispersion modules",2
"3852","DOTCOM TELECOMMUNICATIONS","DSAM",2.33300128077416
"4029","DOTCOM TELECOMMUNICATIONS","DSAM-6300",1.95930232558139
"4234","DOTCOM TELECOMMUNICATIONS","DSAM 2300/3300",1.92200232828871
"4441","DOTCOM TELECOMMUNICATIONS","DSAM Upgrades",1.94760820045558
"4643","DOTCOM TELECOMMUNICATIONS","DTS",3.13559322033898
"4847","DOTCOM TELECOMMUNICATIONS","EA Support",3.60840050912177
"5071","DOTCOM TELECOMMUNICATIONS","Education",4.43718274111675
"5572","DOTCOM TELECOMMUNICATIONS","FIT Generic",4.99120234604106
"5769","DOTCOM TELECOMMUNICATIONS","FST-2000",3.32934131736527
"6289","DOTCOM TELECOMMUNICATIONS","FST-2310-DS3",3.13559322033898
"6624","DOTCOM TELECOMMUNICATIONS","FST-2310-OC3",4
"6799","DOTCOM TELECOMMUNICATIONS","FST-2802 G",3.13333333333334
"6952","DOTCOM TELECOMMUNICATIONS","GigaStor",1.94936708860759
"7072","DOTCOM TELECOMMUNICATIONS","HCU1500",2.26080603439765
"7248","DOTCOM TELECOMMUNICATIONS","HST-3000 SIMs",3.09532005455276
"7436","DOTCOM TELECOMMUNICATIONS","HST-3000C",2.68834417208604
"7619","DOTCOM TELECOMMUNICATIONS","HST-3000C-CE",2.67048523796219
"7803","DOTCOM TELECOMMUNICATIONS","JMEP",5.50836363636363
"7970","DOTCOM TELECOMMUNICATIONS","Legacy Wireline Services",2.24309392265193
"8082","DOTCOM TELECOMMUNICATIONS","Location Intelligence Product",2
"8203","DOTCOM TELECOMMUNICATIONS","Location Intelligence Services",2
"8493","DOTCOM TELECOMMUNICATIONS","MAP Standalone Switches",5.50836363636363
"8659","DOTCOM TELECOMMUNICATIONS","Misc Hardware",1.9041095890411
"8874","DOTCOM TELECOMMUNICATIONS","MTS-5100e",2
"9088","DOTCOM TELECOMMUNICATIONS","NC Ethernet TT",3.13559322033898
"9223","DOTCOM TELECOMMUNICATIONS","NetAnalyst Test Management Software",1
"9274","DOTCOM TELECOMMUNICATIONS","NI - Maintenance",1.96296296296296
"9407","DOTCOM TELECOMMUNICATIONS","nTAPs",4.97345132743363
"10041","DOTCOM TELECOMMUNICATIONS","ORS",1.9041095890411
"10185","DOTCOM TELECOMMUNICATIONS","OSA",3.13333333333334
"10541","DOTCOM TELECOMMUNICATIONS","OTDR - FiberComplete modules",3.38481762174688
"10747","DOTCOM TELECOMMUNICATIONS","Other - Solutions Classic",4.6775428756337
"10966","DOTCOM TELECOMMUNICATIONS","PacketPortal SW & Solutions",1.92200232828871
"11159","DOTCOM TELECOMMUNICATIONS","Passive Chassis",2
"11304","DOTCOM TELECOMMUNICATIONS","Passive Plug-ins",1.92200232828871
"11508","DOTCOM TELECOMMUNICATIONS","PathTrak",2.02802297884265
"11706","DOTCOM TELECOMMUNICATIONS","PI Product",5.50836363636363
"11998","DOTCOM TELECOMMUNICATIONS","Probe Tips",2.42932956182123
"12181","DOTCOM TELECOMMUNICATIONS","PT Hardware",2.47169811320755
"12369","DOTCOM TELECOMMUNICATIONS","PT SART",1.94760820045558
"12565","DOTCOM TELECOMMUNICATIONS","PT Services",1.9041095890411
"12692","DOTCOM TELECOMMUNICATIONS","QT-600-10",5.35064935064935
"12822","DOTCOM TELECOMMUNICATIONS","QT-600-2",3.25058093267547
"12988","DOTCOM TELECOMMUNICATIONS","RANAdvisor Product",3.77291350531108
"13196","DOTCOM TELECOMMUNICATIONS","RANAdvisor Services & Support",4.17281403146763
"13409","DOTCOM TELECOMMUNICATIONS","RCATS Product",3.13114754098361
"13608","DOTCOM TELECOMMUNICATIONS","Repair",2.43315285297793
"13785","DOTCOM TELECOMMUNICATIONS","Replacement Parts",1.92200232828871
"13978","DOTCOM TELECOMMUNICATIONS","RPM-3000",1.97590361445783
"14176","DOTCOM TELECOMMUNICATIONS","RPM2000",1.92200232828871
"14374","DOTCOM TELECOMMUNICATIONS","RSAM",1.95629820051414
"14592","DOTCOM TELECOMMUNICATIONS","SDA",1.98076923076923
"14797","DOTCOM TELECOMMUNICATIONS","SDA-5000",2.05154639175258
"15103","DOTCOM TELECOMMUNICATIONS","SMART Handhelds",2.77966101694915
"15319","DOTCOM TELECOMMUNICATIONS","SmartClass ADSL",2.78362573099415
"15524","DOTCOM TELECOMMUNICATIONS","SmartClass E1",3.93906317368249
"15714","DOTCOM TELECOMMUNICATIONS","SmartClass Ethernet",1.92
"15895","DOTCOM TELECOMMUNICATIONS","SMARTClass Fiber",2.82800608828006
"16095","DOTCOM TELECOMMUNICATIONS","SmartClass HOME",3.55745398548068
"16233","DOTCOM TELECOMMUNICATIONS","SmartClass Triple Play",4
"16372","DOTCOM TELECOMMUNICATIONS","SmartID",2.11503073812766
"16530","DOTCOM TELECOMMUNICATIONS","SmartPocket Handhelds",4.20173436786855
"16704","DOTCOM TELECOMMUNICATIONS","Source, EDFA & BBS Modules",3.13559322033898
"16873","DOTCOM TELECOMMUNICATIONS","StrataSync",2.38634677219886
"17058","DOTCOM TELECOMMUNICATIONS","Support Plans",2.71280276816609
"17308","DOTCOM TELECOMMUNICATIONS","T-BERD 8000",3.27675276752768
"17664","DOTCOM TELECOMMUNICATIONS","T3AS",3.13559322033898
"17867","DOTCOM TELECOMMUNICATIONS","TB-6000A Transport Module",2.87914855231342
"18363","DOTCOM TELECOMMUNICATIONS","TB/MTS 8000 Platform",3.12903225806452
"18703","DOTCOM TELECOMMUNICATIONS","Test Productivity Pack",1.92200232828871
"19119","DOTCOM TELECOMMUNICATIONS","TrueSpeed",2.77966101694915
"19324","DOTCOM TELECOMMUNICATIONS","Ultra FED",2.47826086956522
"19505","DOTCOM TELECOMMUNICATIONS","Volicon",1.9041095890411
"19661","DOTCOM TELECOMMUNICATIONS","VSA",3.13559322033898
"19846","DOTCOM TELECOMMUNICATIONS","VSE-1100",1.58158044343377
"20030","DOTCOM TELECOMMUNICATIONS","WiFi Smart Accessory",1.92200232828871
"20219","DOTCOM TELECOMMUNICATIONS","WR 10G Trans/Regen",2
"20364","DOTCOM TELECOMMUNICATIONS","WR 2.5G Trans/Regen",1.92200232828871
"20574","DOTCOM TELECOMMUNICATIONS","WR Amplification",1.92200232828871
"20775","DOTCOM TELECOMMUNICATIONS","WR Common",4.06003885427529
"20952","DOTCOM TELECOMMUNICATIONS","WS 10G Trans/Regen",1.92200232828871
"21167","DOTCOM TELECOMMUNICATIONS","WS 2.5G Trans/Regen",2.31057094403618
"21578","DOTCOM TELECOMMUNICATIONS","XGIG - FC 16G",2
"21780","DOTCOM TELECOMMUNICATIONS","XGIG - Other",2
"58","DRS TECHNOLOGIES","Accessories",3.40020898641588
"243","DRS TECHNOLOGIES","ACE",4
"434","DRS TECHNOLOGIES","Advanced Signal Conditioning Modules",2.48101265822785
"596","DRS TECHNOLOGIES","Analog Inspection & Test",2.77511961722488
"778","DRS TECHNOLOGIES","ANT-5",4
"964","DRS TECHNOLOGIES","Attenuators & Backreflector Modules",2.49382716049383
"1153","DRS TECHNOLOGIES","Benchtop Inspection",2.99867549668874
"2369","DRS TECHNOLOGIES","Certifier",2.70769230769231
"2747","DRS TECHNOLOGIES","Common Product",4
"2965","DRS TECHNOLOGIES","Converged Assurance Support",4
"3188","DRS TECHNOLOGIES","CT-650",4
"3484","DRS TECHNOLOGIES","Digital Inspection & Test",3.34864300626305
"3620","DRS TECHNOLOGIES","Direct View FM",4
"3853","DRS TECHNOLOGIES","DSAM",4
"4030","DRS TECHNOLOGIES","DSAM-6300",2.51764705882353
"4644","DRS TECHNOLOGIES","DTS",4
"4848","DRS TECHNOLOGIES","EA Support",4
"5072","DRS TECHNOLOGIES","Education",4
"5573","DRS TECHNOLOGIES","FIT Generic",3.02439024390244
"6290","DRS TECHNOLOGIES","FST-2310-DS3",4
"7073","DRS TECHNOLOGIES","HCU1500",4
"7249","DRS TECHNOLOGIES","HST-3000 SIMs",4
"7437","DRS TECHNOLOGIES","HST-3000C",4
"7620","DRS TECHNOLOGIES","HST-3000C-CE",3.53638814016172
"8330","DRS TECHNOLOGIES","MAP-200 Chassis, Accessories & Software",2.49382716049383
"8875","DRS TECHNOLOGIES","MTS-5100e",2.84403669724771
"9089","DRS TECHNOLOGIES","NC Ethernet TT",4
"9726","DRS TECHNOLOGIES","ONX-580",4
"9902","DRS TECHNOLOGIES","Optical Switch Modules",2.48101265822785
"10186","DRS TECHNOLOGIES","OSA",4
"10384","DRS TECHNOLOGIES","OST",2.48101265822785
"10542","DRS TECHNOLOGIES","OTDR - FiberComplete modules",4
"10748","DRS TECHNOLOGIES","Other - Solutions Classic",4
"10967","DRS TECHNOLOGIES","PacketPortal SW & Solutions",4
"11509","DRS TECHNOLOGIES","PathTrak",4
"12370","DRS TECHNOLOGIES","PT SART",4
"12989","DRS TECHNOLOGIES","RANAdvisor Product",4
"13197","DRS TECHNOLOGIES","RANAdvisor Services & Support",3.1731843575419
"13410","DRS TECHNOLOGIES","RCATS Product",4
"13609","DRS TECHNOLOGIES","Repair",3.46171693735499
"13979","DRS TECHNOLOGIES","RPM-3000",4
"14375","DRS TECHNOLOGIES","RSAM",4
"14593","DRS TECHNOLOGIES","SDA",4
"15104","DRS TECHNOLOGIES","SMART Handhelds",2.51764705882353
"15525","DRS TECHNOLOGIES","SmartClass E1",4
"15715","DRS TECHNOLOGIES","SmartClass Ethernet",2
"15896","DRS TECHNOLOGIES","SMARTClass Fiber",4
"16531","DRS TECHNOLOGIES","SmartPocket Handhelds",4
"16874","DRS TECHNOLOGIES","StrataSync",4
"17059","DRS TECHNOLOGIES","Support Plans",3.48514851485149
"17309","DRS TECHNOLOGIES","T-BERD 8000",4
"17478","DRS TECHNOLOGIES","T-Berd/MTS-5800",4
"17665","DRS TECHNOLOGIES","T3AS",4
"17868","DRS TECHNOLOGIES","TB-6000A Transport Module",3.43297380585516
"18030","DRS TECHNOLOGIES","TB/MTS-2000 Platform",2
"18179","DRS TECHNOLOGIES","TB/MTS-6000 Platform",2
"18364","DRS TECHNOLOGIES","TB/MTS 8000 Platform",4
"18519","DRS TECHNOLOGIES","Test Devices",3.66675682986205
"18704","DRS TECHNOLOGIES","Test Productivity Pack",4
"19120","DRS TECHNOLOGIES","TrueSpeed",4
"19325","DRS TECHNOLOGIES","Ultra FED",4
